"SkyRefNumber","marketingtag"
"133115400004","CGA DATA MAY2015_Golf Club"
"121369500004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"132677600004","CGA DATA MAY2015_Rugby Club"
"112071400004","CGA DATA MAY2015_Hotel"
"128145000004","CGA DATA MAY2015_Other Sports Club"
"102455600004","CGA DATA MAY2015_Football Club"
"111769900004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"141605000004","CGA DATA MAY2015_Community/Wet Led/Local"
"125034200004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"110553800004","CGA DATA MAY2015_Other Sports Club"
"136053200004","CGA DATA MAY2015_Football Club"
"136975900004","CGA DATA MAY2015_Rugby Club"
"121782200004","CGA DATA MAY2015_Football Club"
"141005600004","CGA DATA MAY2015_Registered Sports Club"
"182512900004","CGA DATA MAY2015_Hotel"
"141762300004","CGA DATA MAY2015_Golf Club"
"115882300004","CGA DATA MAY2015_Rugby Club"
"117164600004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"131726300004","CGA DATA MAY2015_Rugby Club"
"105244700004","CGA DATA MAY2015_Football Club"
"100198700004","CGA DATA MAY2015_Community/Wet Led/Local"
"117230400004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"101297000004","CGA DATA MAY2015_Golf Club"
"116940500004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"121018200004","CGA DATA MAY2015_Other Sports Club"
"135642200004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"136461100004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"130284000004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"100054700045","CGA DATA MAY2015_Sports/Leisure Centres"
"101874200004","CGA DATA MAY2015_Hotel"
"100010900044","CGA DATA MAY2015_Hotel"
"106066800004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"140925100004","CGA DATA MAY2015_Branded Food Pub"
"129685600004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"100706200004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"100190800004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"182937100004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"104953500004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"184539200004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"105352600004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"101747700004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"103051200004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"137153600004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"103194900004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"122127200004","CGA DATA MAY2015_Hotel"
"184071300004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"128163700004","CGA DATA MAY2015_Hotel"
"138248600004","CGA DATA MAY2015_Hotel"
"102644200004","CGA DATA MAY2015_Community/Wet Led/Local"
"101168300004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"137733700004","CGA DATA MAY2015_Hotel"
"101288700004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"182544200004","CGA DATA MAY2015_Branded Food Pub"
"132028800004","CGA DATA MAY2015_Hotel"
"102752900004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"182782300004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"184309500004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"104308300004","CGA DATA MAY2015_Hotel"
"104171200004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"102444800004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"120894300004","CGA DATA MAY2015_Sports/Leisure Centres"
"117902300004","CGA DATA MAY2015_Branded Food Pub"
"104999900004","CGA DATA MAY2015_Registered Sports Club"
"100185700004","CGA DATA MAY2015_Football Club"
"180828000013","CGA DATA MAY2015_Dry Led"
"122398500004","CGA DATA MAY2015_Other Registered Working Mens Type Club"
"102580100004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"102368300004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"118216500004","CGA DATA MAY2015_Dry Led"
"100158900004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"105492300004","CGA DATA MAY2015_Hotel"
"184412000004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"184686200004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"127686600004","CGA DATA MAY2015_Sports/Leisure Centres"
"105650700004","CGA DATA MAY2015_Hotel"
"102732000004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"103267000004","CGA DATA MAY2015_Hotel"
"111178700004","CGA DATA MAY2015_Hotel"
"100722800004","CGA DATA MAY2015_Other Registered Working Mens Type Club"
"137181800004","CGA DATA MAY2015_Community/Wet Led/Local"
"104872700004","CGA DATA MAY2015_Community/Wet Led/Local"
"182086500004","CGA DATA MAY2015_Community/Wet Led/Local"
"113322800004","CGA DATA MAY2015_Sports/Leisure Centres"
"103065500004","CGA DATA MAY2015_Registered Sports Club"
"182740500004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"120877500004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"126596600004","CGA DATA MAY2015_Hotel"
"105105700004","CGA DATA MAY2015_Hotel"
"111102400004","CGA DATA MAY2015_Hotel"
"101211400004","CGA DATA MAY2015_Community/Wet Led/Local"
"138683600004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"100016800378","CGA DATA MAY2015_Circuit Bar - Young Persons"
"181400103511","CGA DATA MAY2015_Community/Wet Led/Local"
"181400102185","CGA DATA MAY2015_Community/Wet Led/Local"
"132129900004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"100013000238","CGA DATA MAY2015_Circuit Bar - Young Persons"
"117776700004","CGA DATA MAY2015_Dry Led"
"124638300004","CGA DATA MAY2015_Branded Food Pub"
"100015300258","CGA DATA MAY2015_Circuit Bar - Young Persons"
"184384000004","CGA DATA MAY2015_Branded Food Pub"
"180092000004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"100013000462","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"100015300105","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"100013000795","CGA DATA MAY2015_Branded Food Pub"
"131711200004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"136978600004","CGA DATA MAY2015_Registered Social club"
"104791700004","CGA DATA MAY2015_Registered Sports & Social Club"
"117821500004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"139974600004","CGA DATA MAY2015_Sports/Leisure Centres"
"101995100004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"113816600004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"116159700004","CGA DATA MAY2015_Branded Food Pub"
"106275700004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"126458200004","CGA DATA MAY2015_Branded Food Pub"
"142127200004","CGA DATA MAY2015_Branded Food Pub"
"183877300004","CGA DATA MAY2015_Hotel"
"102525100004","CGA DATA MAY2015_Sports/Leisure Centres"
"100017300122","CGA DATA MAY2015_Sports/Leisure Centres"
"100016800376","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"100016800034","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"100035400326","CGA DATA MAY2015_Hotel"
"123485600004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"105366800004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"100054700069","CGA DATA MAY2015_Sports/Leisure Centres"
"100016800810","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"100016800991","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"112273900004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"110597200004","CGA DATA MAY2015_Community/Wet Led/Local"
"106361100004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"183805700004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"136793300004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"180284100004","CGA DATA MAY2015_Hotel"
"105608600004","CGA DATA MAY2015_Hotel"
"184359800004","CGA DATA MAY2015_Community/Wet Led/Local"
"100566300004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"105537000004","CGA DATA MAY2015_Hotel"
"182790600004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"125952300004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"101702000004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"102122000004","CGA DATA MAY2015_Hotel"
"183113200004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"119559100004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"101468100004","CGA DATA MAY2015_Hotel"
"102691400004","CGA DATA MAY2015_Hotel"
"105601200004","CGA DATA MAY2015_Hotel"
"136736400004","CGA DATA MAY2015_Hotel"
"136011500004","CGA DATA MAY2015_Hotel"
"104896800004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"115399700004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"104074900004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"184254500004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"181158000154","CGA DATA MAY2015_Circuit Bar - Young Persons"
"180581900004","CGA DATA MAY2015_Community/Wet Led/Local"
"102229400004","CGA DATA MAY2015_Community/Wet Led/Local"
"136253600004","CGA DATA MAY2015_Dry Led"
"105344400004","CGA DATA MAY2015_Community/Wet Led/Local"
"104307500004","CGA DATA MAY2015_Community/Wet Led/Local"
"184302400004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"105950800004","CGA DATA MAY2015_Community/Wet Led/Local"
"102800500004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"135921800004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"183005800004","CGA DATA MAY2015_Hotel"
"101557600004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"101340100004","CGA DATA MAY2015_Sports/Leisure Centres"
"113480100004","CGA DATA MAY2015_Sports/Leisure Centres"
"100234000004","CGA DATA MAY2015_Sports/Leisure Centres"
"106534400004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"121288900004","CGA DATA MAY2015_Hotel"
"101349700004","CGA DATA MAY2015_Hotel"
"105504600004","CGA DATA MAY2015_Hotel"
"104436500004","CGA DATA MAY2015_Hotel"
"181937000004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"105594900004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"184669300004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"102398700004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"101190900004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"118213900004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"101621000004","CGA DATA MAY2015_Hotel"
"104972000004","CGA DATA MAY2015_Hotel"
"104132500004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"101816400004","CGA DATA MAY2015_Hotel"
"102901100004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"129018000004","CGA DATA MAY2015_Hotel"
"101079700004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"184576800004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"101716100004","CGA DATA MAY2015_Hotel"
"105119900004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"101758400004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"101998700004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"140076200004","CGA DATA MAY2015_Community/Wet Led/Local"
"127385600004","CGA DATA MAY2015_Dry Led"
"137309400004","CGA DATA MAY2015_Dry Led"
"102298400004","CGA DATA MAY2015_Dry Led"
"115922900004","CGA DATA MAY2015_Community/Wet Led/Local"
"130002800004","CGA DATA MAY2015_Dry Led"
"107207800004","CGA DATA MAY2015_Golf Club"
"132408700004","CGA DATA MAY2015_Rural Character"
"130769800004","CGA DATA MAY2015_Community/Wet Led/Local"
"119221800004","CGA DATA MAY2015_Community/Wet Led/Local"
"136346500004","CGA DATA MAY2015_Dry Led"
"112674800004","CGA DATA MAY2015_Dry Led"
"130435500004","CGA DATA MAY2015_Dry Led"
"118721400004","CGA DATA MAY2015_Community/Wet Led/Local"
"112675100004","CGA DATA MAY2015_Rural Character"
"118721800004","CGA DATA MAY2015_Other Registered Working Mens Type Club"
"105286900004","CGA DATA MAY2015_Rural Character"
"104834800004","CGA DATA MAY2015_Community/Wet Led/Local"
"118713900004","CGA DATA MAY2015_Community/Wet Led/Local"
"133892200004","CGA DATA MAY2015_Community/Wet Led/Local"
"101236500004","CGA DATA MAY2015_Dry Led"
"141187600004","CGA DATA MAY2015_Hotel"
"100058800006","CGA DATA MAY2015_Holiday"
"132870500004","CGA DATA MAY2015_Dry Led"
"134668800004","CGA DATA MAY2015_Dry Led"
"106124200004","CGA DATA MAY2015_Dry Led"
"142701400004","CGA DATA MAY2015_Community/Wet Led/Local"
"134126700004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"142030000004","CGA DATA MAY2015_Hotel"
"103832000004","CGA DATA MAY2015_Community/Wet Led/Local"
"100901000004","CGA DATA MAY2015_Registered Social club"
"180828000009","CGA DATA MAY2015_Dry Led"
"100016801168","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"185115400004","CGA DATA MAY2015_Community/Wet Led/Local"
"105678200004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"180437000004","CGA DATA MAY2015_Hotel"
"132951200004","CGA DATA MAY2015_Political (Registered) Club"
"120940300004","CGA DATA MAY2015_Football Club"
"181400103275","CGA DATA MAY2015_Community/Wet Led/Local"
"185033300004","CGA DATA MAY2015_Community/Wet Led/Local"
"137093100004","CGA DATA MAY2015_Football Club"
"180877100006","CGA DATA MAY2015_Circuit Bar - Young Persons"
"122945000004","CGA DATA MAY2015_Community/Wet Led/Local"
"142293100004","CGA DATA MAY2015_Community/Wet Led/Local"
"131501000004","CGA DATA MAY2015_Community/Wet Led/Local"
"180178800004","CGA DATA MAY2015_Political (Registered) Club"
"104668000004","CGA DATA MAY2015_Community/Wet Led/Local"
"119775600004","CGA DATA MAY2015_Political (Registered) Club"
"141685300004","CGA DATA MAY2015_Hotel"
"100295500004","CGA DATA MAY2015_Community/Wet Led/Local"
"132058800004","CGA DATA MAY2015_Community/Wet Led/Local"
"134715700004","CGA DATA MAY2015_Community/Wet Led/Local"
"109563200004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"181400103277","CGA DATA MAY2015_Community/Wet Led/Local"
"141872700004","CGA DATA MAY2015_Dry Led"
"136673300004","CGA DATA MAY2015_Registered Sports & Social Club"
"180877100009","CGA DATA MAY2015_Rural Character"
"115236600004","CGA DATA MAY2015_Community/Wet Led/Local"
"129271600004","CGA DATA MAY2015_Political (Registered) Club"
"106972800004","CGA DATA MAY2015_Registered Social club"
"185124200004","CGA DATA MAY2015_Community/Wet Led/Local"
"105758800004","CGA DATA MAY2015_Dry Led"
"100011700099","CGA DATA MAY2015_Circuit Bar - Young Persons"
"142293300004","CGA DATA MAY2015_Rural Character"
"100594200004","CGA DATA MAY2015_Community/Wet Led/Local"
"100011700491","CGA DATA MAY2015_Branded Food Pub"
"111936700004","CGA DATA MAY2015_Dry Led"
"107388500004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"112243000004","CGA DATA MAY2015_Dry Led"
"118546300004","CGA DATA MAY2015_Rural Character"
"142389400004","CGA DATA MAY2015_Community/Wet Led/Local"
"120940900004","CGA DATA MAY2015_Rugby Club"
"142461200004","CGA DATA MAY2015_Community/Wet Led/Local"
"132540200004","CGA DATA MAY2015_Hotel"
"119345500004","CGA DATA MAY2015_Hotel"
"140769400004","CGA DATA MAY2015_Community/Wet Led/Local"
"108337400004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"100032800004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"184043100004","CGA DATA MAY2015_Community/Wet Led/Local"
"180390800004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"132126500004","CGA DATA MAY2015_Political (Registered) Club"
"116554400004","CGA DATA MAY2015_Community/Wet Led/Local"
"132829400004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"183186900004","CGA DATA MAY2015_Community/Wet Led/Local"
"137317600004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"118791600004","CGA DATA MAY2015_Cricket Club"
"110887600004","CGA DATA MAY2015_Political (Registered) Club"
"100011701273","CGA DATA MAY2015_Circuit Bar - Young Persons"
"106334500004","CGA DATA MAY2015_Football Club"
"104113800004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"183737000018","CGA DATA MAY2015_Hotel"
"184320200004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"103183200004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"184446800004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"116228500004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"114987100004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"103521600004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"127035200004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"101103500004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"101199400004","CGA DATA MAY2015_Hotel"
"115692800004","CGA DATA MAY2015_Hotel"
"104603700004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"122593800004","CGA DATA MAY2015_Community/Wet Led/Local"
"180179500006","CGA DATA MAY2015_Community/Wet Led/Local"
"125010900004","CGA DATA MAY2015_Community/Wet Led/Local"
"120379100004","CGA DATA MAY2015_Community/Wet Led/Local"
"105965200004","CGA DATA MAY2015_Hotel"
"100065100064","CGA DATA MAY2015_Hotel"
"120483900004","CGA DATA MAY2015_Other Registered Working Mens Type Club"
"125895500004","CGA DATA MAY2015_Registered Sports Club"
"114203000004","CGA DATA MAY2015_Community/Wet Led/Local"
"126737300004","CGA DATA MAY2015_Dry Led"
"100699700004","CGA DATA MAY2015_Golf Club"
"101408300004","CGA DATA MAY2015_Dry Led"
"134123400004","CGA DATA MAY2015_Community/Wet Led/Local"
"102830400004","CGA DATA MAY2015_Dry Led"
"122947000004","CGA DATA MAY2015_Other Registered Working Mens Type Club"
"108022800004","CGA DATA MAY2015_Dry Led"
"102247200004","CGA DATA MAY2015_Community/Wet Led/Local"
"128917200004","CGA DATA MAY2015_Community/Wet Led/Local"
"180828000016","CGA DATA MAY2015_Community/Wet Led/Local"
"122425800004","CGA DATA MAY2015_Community/Wet Led/Local"
"136146600004","CGA DATA MAY2015_Dry Led"
"184211600004","CGA DATA MAY2015_Community/Wet Led/Local"
"103517600004","CGA DATA MAY2015_Community/Wet Led/Local"
"116289500004","CGA DATA MAY2015_Other Registered Working Mens Type Club"
"184195200004","CGA DATA MAY2015_Dry Led"
"110737200004","CGA DATA MAY2015_Political (Registered) Club"
"114604900004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"136593100004","CGA DATA MAY2015_Other Registered Working Mens Type Club"
"137309100004","CGA DATA MAY2015_Community/Wet Led/Local"
"104695600004","CGA DATA MAY2015_Football Club"
"102078200004","CGA DATA MAY2015_Cricket Club"
"119604400004","CGA DATA MAY2015_Hotel"
"117456400004","CGA DATA MAY2015_Community/Wet Led/Local"
"124714200004","CGA DATA MAY2015_Dry Led"
"130002400004","CGA DATA MAY2015_Hotel"
"142153100004","CGA DATA MAY2015_Community/Wet Led/Local"
"124951900004","CGA DATA MAY2015_Community/Wet Led/Local"
"126816100004","CGA DATA MAY2015_Community/Wet Led/Local"
"117435500004","CGA DATA MAY2015_Rural Character"
"140973000004","CGA DATA MAY2015_Dry Led"
"184461600004","CGA DATA MAY2015_Community/Wet Led/Local"
"116353700004","CGA DATA MAY2015_Dry Led"
"125818000004","CGA DATA MAY2015_Community/Wet Led/Local"
"140197000004","CGA DATA MAY2015_Registered Sports & Social Club"
"105628700004","CGA DATA MAY2015_Community/Wet Led/Local"
"142336300004","CGA DATA MAY2015_Circuit Bar - Young Persons"
