AgreementID,SuspensionStartDate,SuspensionEndDate,NewSuspensionStartDate,NewSuspensionEndDate,NewSuspensionReason
00000000000000307764_00000001329737938891_00188,03/09/2020,03/05/2021,03/09/2020,07/05/2021,SUSP_REA_008
00000000000000308603_00000001329822565773_00097,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000000309933_00000001330013757734_00026,28/12/2020,03/05/2021,28/12/2020,07/05/2021,SUSP_REA_008
00000000000000310006_00000001330083616183_00275,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000000310128_00000001330078630620_00140,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000000313510_00000001330622566266_00381,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000000313639_00000001330608112106_00135,22/08/2020,03/05/2021,22/08/2020,07/05/2021,SUSP_REA_008
00000000000000314117_00000001330690416468_00028,22/10/2020,03/05/2021,22/10/2020,07/05/2021,SUSP_REA_008
00000000000000317901_00000001331219558633_00153,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000317928_00000001331226616256_00357,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000000321582_00000001331732745759_00072,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000000326401_00000001332433536848_00276,21/10/2020,03/05/2021,21/10/2020,07/05/2021,SUSP_REA_008
00000000000000326850_00000001332516375768_00168,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000000327011_00000001332494304832_00047,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000000327131_00000001332514844908_00229,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000000330883_00000001333099307800_00078,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000330883_00000001333114706563_00288,05/12/2020,03/05/2021,05/12/2020,07/05/2021,SUSP_REA_008
00000000000000331003_00000001333106260539_00241,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000000332638_00000001333357392883_00001,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000333636_00000001333546957160_00245,22/10/2020,03/05/2021,22/10/2020,07/05/2021,SUSP_REA_008
00000000000000336920_00000001334054923237_00032,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000336926_00000001334055036200_00083,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000000342877_00000001334919259386_00098,22/10/2020,03/05/2021,22/10/2020,07/05/2021,SUSP_REA_008
00000000000000344382_00000001335189932498_00177,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000000345238_00000001335362347258_00347,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000000350357_00000001336131310655_00152,10/12/2020,03/05/2021,10/12/2020,07/05/2021,SUSP_REA_008
00000000000000353006_00000001336583119673_00108,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000000354342_00000001336731256248_00042,18/06/2020,03/05/2021,18/06/2020,07/05/2021,SUSP_REA_008
00000000000000354358_00000001336731093789_00042,18/06/2020,03/05/2021,18/06/2020,07/05/2021,SUSP_REA_008
00000000000000355729_00000001337007073900_00289,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000356053_00000001337007275884_00185,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000000356560_00000001337074033770_00052,18/12/2020,03/05/2021,18/12/2020,07/05/2021,SUSP_REA_008
00000000000000360435_00000001337609524584_00001,18/12/2020,03/05/2021,18/12/2020,07/05/2021,SUSP_REA_008
00000000000000364973_00000001338282726952_00002,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000000365744_00000001338385779228_00160,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000366353_00000001338472906664_00271,26/06/2020,03/05/2021,26/06/2020,07/05/2021,SUSP_REA_008
00000000000000372650_00000001339411174052_00089,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000372693_00000001339411466717_00090,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000000377784_00000001340114704247_00281,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000000379276_00000001340296039051_00137,03/12/2020,03/05/2021,03/12/2020,07/05/2021,SUSP_REA_008
00000000000000379417_00000001340294189803_00125,20/07/2020,03/05/2021,20/07/2020,07/05/2021,SUSP_REA_008
00000000000000383509_00000001340892152422_00135,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000000387818_00000001341487782345_00141,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000400654_00000001343232745580_00309,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000404200_00000001343642229522_00158,04/12/2020,03/05/2021,04/12/2020,07/05/2021,SUSP_REA_008
00000000000000404200_00000001343664840523_00323,26/01/2021,03/05/2021,26/01/2021,07/05/2021,SUSP_REA_008
00000000000000406239_00000001343922121939_00139,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000406502_00000001343914975286_00215,20/07/2020,03/05/2021,20/07/2020,07/05/2021,SUSP_REA_008
00000000000000409533_00000001344356183754_00257,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000413415_00000001344869531401_00110,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000000413911_00000001344942365705_00070,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000414308_00000001344942542258_00046,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000000414553_00000001345045242453_00210,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000000414840_00000001345044290156_00367,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000419702_00000001345629264256_00083,04/02/2021,03/05/2021,04/02/2021,07/05/2021,SUSP_REA_008
00000000000000420607_00000001345721037758_00231,08/12/2020,03/05/2021,08/12/2020,07/05/2021,SUSP_REA_008
00000000000000420917_00000001345721260026_00147,08/12/2020,03/05/2021,08/12/2020,07/05/2021,SUSP_REA_008
00000000000000424224_00000001346164491729_00115,04/12/2020,03/05/2021,04/12/2020,07/05/2021,SUSP_REA_008
00000000000000425497_00000001346338436930_00388,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000426303_00000001346423696535_00097,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000426641_00000001346420793836_00001,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000000430296_00000001346940707164_00101,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000430755_00000001346943194558_00049,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000433194_00000001347376201033_00198,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000000433682_00000001347376350734_00248,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000434544_00000001347548217878_00143,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000000434995_00000001347549696500_00122,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000438313_00000001348071079337_00066,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000438470_00000001348045589806_00081,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000438705_00000001348053524464_00157,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000440079_00000001348217034460_00045,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000442223_00000001348571308512_00104,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000000442762_00000001348667935299_00197,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000000443942_00000001348750704965_00072,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000000446202_00000001349103315366_00151,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000447416_00000001349189610055_00130,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000450656_00000001349796144429_00184,15/01/2021,03/05/2021,15/01/2021,07/05/2021,SUSP_REA_008
00000000000000450686_00000001349962883507_00841,08/12/2020,03/05/2021,08/12/2020,07/05/2021,SUSP_REA_008
00000000000000450790_00000001349882763535_00497,12/10/2020,03/05/2021,12/10/2020,07/05/2021,SUSP_REA_008
00000000000000451505_00000001350047899775_00143,06/10/2020,03/05/2021,06/10/2020,07/05/2021,SUSP_REA_008
00000000000000453699_00000001350312034529_00006,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000455400_00000001350575288377_00202,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000000456508_00000001350646090730_00080,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000463088_00000001351695475853_00266,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000000465552_00000001352110065597_00083,10/12/2020,03/05/2021,10/12/2020,07/05/2021,SUSP_REA_008
00000000000000465954_00000001352133572906_00311,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000000466631_00000001352215991181_00244,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000467550_00000001352387617916_00484,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000470198_00000001352721352330_00057,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000000472788_00000001353341549014_00152,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000476589_00000001354009710959_00113,08/12/2020,03/05/2021,08/12/2020,07/05/2021,SUSP_REA_008
00000000000000477482_00000001354119285570_00530,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000480228_00000001354554210362_00168,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000000481590_00000001354699326127_00099,25/09/2020,03/05/2021,25/09/2020,07/05/2021,SUSP_REA_008
00000000000000485621_00000001355236789223_00296,19/02/2021,03/05/2021,19/02/2021,07/05/2021,SUSP_REA_008
00000000000000485669_00000001355232473778_00180,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000000490357_00000001355912014790_00137,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000000497750_00000001357123121459_00254,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000000500766_00000001357551913141_00116,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000500913_00000001357551751989_00017,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000000505123_00000001358158362679_00029,15/12/2020,03/05/2021,15/12/2020,07/05/2021,SUSP_REA_008
00000000000000505340_00000001358176095486_00443,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000507249_00000001358439228488_00221,13/07/2020,03/05/2021,13/07/2020,07/05/2021,SUSP_REA_008
00000000000000508093_00000001358515610690_00062,02/02/2021,03/05/2021,02/02/2021,07/05/2021,SUSP_REA_008
00000000000000509839_00000001358790750729_00140,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000000510459_00000001358855133474_00123,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000511552_00000001358942798969_00002,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000511559_00000001358942624074_00170,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000000511589_00000001358942854079_00126,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000520353_00000001360084360888_00096,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000000522290_00000001360247270996_00003,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000524362_00000001360683338360_00194,17/12/2020,03/05/2021,17/12/2020,07/05/2021,SUSP_REA_008
00000000000000524432_00000001360669892720_00171,06/10/2020,03/05/2021,06/10/2020,07/05/2021,SUSP_REA_008
00000000000000525862_00000001360857702029_00446,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000528347_00000001361181365410_00006,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000528347_00000001361181456842_00025,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000000528347_00000001361186770380_00073,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000528536_00000001361186919954_00082,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000000528980_00000001361292413332_00278,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000000529857_00000001361364028362_00151,09/10/2020,03/05/2021,09/10/2020,07/05/2021,SUSP_REA_008
00000000000000530357_00000001361377192608_00001,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000000539475_00000001362582816822_00277,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000539955_00000001362668289758_00194,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000540641_00000001362743149365_00065,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000000541031_00000001362743033640_00053,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000543083_00000001363016449544_00027,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000545971_00000001363365539804_00106,02/01/2021,03/05/2021,02/01/2021,07/05/2021,SUSP_REA_008
00000000000000548752_00000001363879175840_00104,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000000549958_00000001363950696372_00047,11/12/2020,03/05/2021,11/12/2020,07/05/2021,SUSP_REA_008
00000000000000551329_00000001364202800226_00012,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000553037_00000001364379563780_00127,16/12/2020,03/05/2021,16/12/2020,07/05/2021,SUSP_REA_008
00000000000000558253_00000001365084385085_00254,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000558424_00000001365084525524_00253,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000000561462_00000001365517642091_01284,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000561698_00000001365517485204_00164,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000000562176_00000001365602199531_00365,23/06/2020,03/05/2021,23/06/2020,07/05/2021,SUSP_REA_008
00000000000000563594_00000001365761982185_00105,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000567455_00000001366120292213_00139,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000567468_00000001366120102027_00179,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000000567884_00000001366208603815_00395,02/01/2021,03/05/2021,02/01/2021,07/05/2021,SUSP_REA_008
00000000000000568012_00000001366197101818_00207,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000000568121_00000001366208444066_00188,02/01/2021,03/05/2021,02/01/2021,07/05/2021,SUSP_REA_008
00000000000000569323_00000001366380935864_00158,18/12/2020,03/05/2021,18/12/2020,07/05/2021,SUSP_REA_008
00000000000000572402_00000001366790105697_00004,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000000572903_00000001366811805150_00097,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000574142_00000001366985716685_00216,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000575530_00000001367235008360_00048,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000576973_00000001367421443085_00112,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000578044_00000001367494103250_00075,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000000581222_00000001368002026893_00026,23/06/2020,03/05/2021,23/06/2020,07/05/2021,SUSP_REA_008
00000000000000581537_00000001368022333949_00168,18/09/2020,03/05/2021,18/09/2020,07/05/2021,SUSP_REA_008
00000000000000582082_00000001368109381539_00374,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000000585550_00000001368520978795_00098,08/12/2020,03/05/2021,08/12/2020,07/05/2021,SUSP_REA_008
00000000000000586277_00000001368623226755_00131,02/02/2021,03/05/2021,02/02/2021,07/05/2021,SUSP_REA_008
00000000000000592490_00000001369322684666_00376,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000593161_00000001369405451933_00284,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000593431_00000001369394153523_00033,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000594933_00000001369654647908_00041,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000000595893_00000001369818217285_00115,12/08/2020,03/05/2021,12/08/2020,07/05/2021,SUSP_REA_008
00000000000000596578_00000001369925569039_00191,05/02/2021,03/05/2021,05/02/2021,07/05/2021,SUSP_REA_008
00000000000000600423_00000001370512725000_00046,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000000600445_00000001370525334633_00158,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000000600717_00000001370513030982_00232,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000603851_00000001370942329192_00107,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000604089_00000001370942474095_00036,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000000606243_00000001371204946730_00201,02/09/2020,03/05/2021,02/09/2020,07/05/2021,SUSP_REA_008
00000000000000607521_00000001371476993180_00173,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000608884_00000001371635560776_00113,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000616832_00000001372764639837_00133,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000617833_00000001372861494261_00119,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000618249_00000001372948693818_00055,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000000618362_00000001372939462483_00189,31/12/2020,03/05/2021,31/12/2020,07/05/2021,SUSP_REA_008
00000000000000618930_00000001373019918866_00138,07/10/2020,03/05/2021,07/10/2020,07/05/2021,SUSP_REA_008
00000000000000620577_00000001373288920509_00103,06/10/2020,03/05/2021,06/10/2020,07/05/2021,SUSP_REA_008
00000000000000622888_00000001373640633589_00187,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000627358_00000001374249600309_00245,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000630043_00000001374594604756_00182,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
00000000000000631146_00000001374751800368_00076,30/12/2020,03/05/2021,30/12/2020,07/05/2021,SUSP_REA_008
00000000000000631162_00000001374768441107_00262,25/12/2020,03/05/2021,25/12/2020,07/05/2021,SUSP_REA_008
