105271800004,6900,,,01/08/2016,,,,,,6900,,,N,Price Review 2016
105285700004,10900,,,01/08/2016,,,,,,10900,,,N,Price Review 2016
105301300004,7500,,,01/08/2016,,,,,,7500,,,N,Price Review 2016
105317000004,5000,,,01/08/2016,,,,,,5000,,,N,Price Review 2016
105317100004,27300,,,01/08/2016,,,,,,19301,27300,,N,Price Review 2016
105319600004,999999,,,01/08/2016,,,,,,15001,999999,,N,Price Review 2016
105344400004,8100,,,01/08/2016,,,,,,8100,,,N,Price Review 2016
105388900004,32300,,,01/08/2016,,,,,,5751,7451,32300,N,Price Review 2016
105391000004,12500,,,01/08/2016,,,,,,12500,,,N,Price Review 2016
105394100004,78800,,,01/08/2016,,,,,,15001,19301,78800,N,Price Review 2016
105414300004,9650,,,01/08/2016,,,,,,9650,,,N,Price Review 2016
105459900004,36700,,,01/08/2016,,,,,,36700,,,N,Price Review 2016
105482700004,8000,,,01/08/2016,,,,,,8000,,,N,Price Review 2016
105495100004,108000,,,01/08/2016,,,,,,65001,108000,,N,Price Review 2016
105533800004,999999,,,01/08/2016,,,,,,25001,999999,,N,Price Review 2016
105576600004,15900,,,01/08/2016,,,,,,15900,,,N,Price Review 2016
105580900004,45500,,,01/08/2016,,,,,,9301,11901,45500,N,Price Review 2016
105590300004,7500,,,01/08/2016,,,,,,7500,,,N,Price Review 2016
105594900004,4300,,,01/08/2016,,,,,,4300,,,N,Price Review 2016
105596100004,9300,,,01/08/2016,,,,,,4301,5751,9300,N,Price Review 2016
105613700004,4250,,,01/08/2016,,,,,,4250,,,N,Price Review 2016
105623700004,10000,,,01/08/2016,,,,,,5751,7451,10000,N,Price Review 2016
105652400004,22500,,,01/08/2016,,,,,,11901,15001,22500,N,Price Review 2016
105746000004,45900,,,01/08/2016,,,,,,45900,,,N,Price Review 2016
105830700004,10500,,,01/08/2016,,,,,,10500,,,N,Price Review 2016
105856200004,12500,,,01/08/2016,,,,,,5751,7451,12500,N,Price Review 2016
105859300004,6500,,,01/08/2016,,,,,,6500,,,N,Price Review 2016
105886700004,2220,,,01/08/2016,,,,,,2220,,,N,Price Review 2016
105966000004,22500,,,01/08/2016,,,,,,22500,,,N,Price Review 2016
105988800004,15000,,,01/08/2016,,,,,,15000,,,N,Price Review 2016
105998200004,45500,,,01/08/2016,,,,,,45500,,,N,Price Review 2016
106429000004,6500,,,01/08/2016,,,,,,6500,,,N,Price Review 2016
106519900004,3500,,,01/08/2016,,,,,,3500,,,N,Price Review 2016
108165300004,7400,,,01/08/2016,,,,,,7400,,,N,Price Review 2016
110756100004,7000,,,01/08/2016,,,,,,2751,4301,7000,N,Price Review 2016
112747000004,2700,,,01/08/2016,,,,,,2700,,,N,Price Review 2016
115153800004,16000,,,01/08/2016,,,,,,4301,5751,16000,N,Price Review 2016
116109500004,5000,,,01/08/2016,,,,,,5000,,,N,Price Review 2016
116148000004,68000,,,01/08/2016,,,,,,5751,7451,68000,N,Price Review 2016
116835400004,5000,,,01/08/2016,,,,,,2751,5000,,N,Price Review 2016
118314000004,18500,,,01/08/2016,,,,,,11901,18500,,N,Price Review 2016
118696600004,5000,,,01/08/2016,,,,,,5000,,,N,Price Review 2016
118739400004,9450,,,01/08/2016,,,,,,9450,,,N,Price Review 2016
120527000004,8650,,,01/08/2016,,,,,,8650,,,N,Price Review 2016
120652900004,38500,,,01/08/2016,,,,,,38500,,,N,Price Review 2016
121064600004,6150,,,01/08/2016,,,,,,6150,,,N,Price Review 2016
121377000004,6500,,,01/08/2016,,,,,,4301,6500,,N,Price Review 2016
121785100004,4550,,,01/08/2016,,,,,,4550,,,N,Price Review 2016
121788800004,7500,,,01/08/2016,,,,,,2751,4301,7500,N,Price Review 2016
122142000004,3900,,,01/08/2016,,,,,,3900,,,N,Price Review 2016
123650100004,9650,,,01/08/2016,,,,,,7451,9650,,N,Price Review 2016
124130300004,999999,,,01/08/2016,,,,,,11901,999999,,N,Price Review 2016
125073400004,4700,,,01/08/2016,,,,,,4700,,,N,Price Review 2016
127620600004,5020,,,01/08/2016,,,,,,5020,,,N,Price Review 2016
129166300004,6000,,,01/08/2016,,,,,,2751,4301,6000,N,Price Review 2016
129437900004,5000,,,01/08/2016,,,,,,5000,,,N,Price Review 2016
130346300004,999999,,,01/08/2016,,,,,,4301,999999,,N,Price Review 2016
130731000004,33300,,,01/08/2016,,,,,,19301,25001,33300,N,Price Review 2016
130903700004,2500,,,01/08/2016,,,,,,2500,,,N,Price Review 2016
131244600004,6750,,,01/08/2016,,,,,,6750,,,N,Price Review 2016
131891600004,16300,,,01/08/2016,,,,,,16300,,,N,Price Review 2016
131900500004,9350,,,01/08/2016,,,,,,4301,5751,9350,N,Price Review 2016
132156500004,14100,,,01/08/2016,,,,,,14100,,,N,Price Review 2016
132605400004,2700,,,01/08/2016,,,,,,2700,,,N,Price Review 2016
133646200004,18000,,,01/08/2016,,,,,,18000,,,N,Price Review 2016
135378000004,3750,,,01/08/2016,,,,,,3750,,,N,Price Review 2016
135879800004,64000,,,01/08/2016,,,,,,64000,,,N,Price Review 2016
135916200004,16500,,,01/08/2016,,,,,,16500,,,N,Price Review 2016
136196600004,3040,,,01/08/2016,,,,,,3040,,,N,Price Review 2016
136405900004,64000,,,01/08/2016,,,,,,4301,5751,64000,N,Price Review 2016
136595600004,4150,,,01/08/2016,,,,,,4150,,,N,Price Review 2016
136694900004,3750,,,01/08/2016,,,,,,3750,,,N,Price Review 2016
136971200004,11600,,,01/08/2016,,,,,,11600,,,N,Price Review 2016
137096000004,5000,,,01/08/2016,,,,,,5000,,,N,Price Review 2016
137287600004,6450,,,01/08/2016,,,,,,6450,,,N,Price Review 2016
137335300004,128000,,,01/08/2016,,,,,,110001,128000,,N,Price Review 2016
137445200004,25200,,,01/08/2016,,,,,,25200,,,N,Price Review 2016
138259900004,10100,,,01/08/2016,,,,,,5751,7451,10100,N,Price Review 2016
138517700004,28500,,,01/08/2016,,,,,,28500,,,N,Price Review 2016
140776600004,40000,,,01/08/2016,,,,,,40000,,,N,Price Review 2016
141032700004,1600,,,01/08/2016,,,,,,1600,,,N,Price Review 2016
141205100004,84000,,,01/08/2016,,,,,,65001,84000,,N,Price Review 2016
142324100004,5000,,,01/08/2016,,,,,,5000,,,N,Price Review 2016
142575600004,8450,,,01/08/2016,,,,,,8450,,,N,Price Review 2016
180118400004,4200,,,01/08/2016,,,,,,4200,,,N,Price Review 2016
180284100004,50000,,,01/08/2016,,,,,,50000,,,N,Price Review 2016
180382400004,21000,,,01/08/2016,,,,,,21000,,,N,Price Review 2016
180415500004,82000,,,01/08/2016,,,,,,82000,,,N,Price Review 2016
180434000004,40700,,,01/08/2016,,,,,,11901,15001,40700,N,Price Review 2016
