"SkyRefNumber","Marketing Tag"
"182370900004","Q4 12/13  Wobbler  - Treated Customer"
"141828000004","Q4 12/13  Wobbler  - Treated Customer"
"182406700004","Q4 12/13  Wobbler  - Treated Customer"
"134747200004","Q4 12/13  Wobbler  - Treated Customer"
"182406500004","Q4 12/13  Wobbler  - Treated Customer"
"182325100004","Q4 12/13  Wobbler  - Treated Customer"
"182296200004","Q4 12/13  Wobbler  - Treated Customer"
"182350600004","Q4 12/13  Wobbler  - Treated Customer"
"141323900004","Q4 12/13  Wobbler  - Treated Customer"
"182404900004","Q4 12/13  Wobbler  - Treated Customer"
"182275000004","Q4 12/13  Wobbler  - Treated Customer"
"182195300004","Q4 12/13  Wobbler  - Treated Customer"
"182400100004","Q4 12/13  Wobbler  - Treated Customer"
"182307600004","Q4 12/13  Wobbler  - Treated Customer"
"182386900004","Q4 12/13  Wobbler  - Treated Customer"
"182332400004","Q4 12/13  Wobbler  - Treated Customer"
"182345800004","Q4 12/13  Wobbler  - Treated Customer"
"180067600004","Q4 12/13  Wobbler  - Treated Customer"
"182296300004","Q4 12/13  Wobbler  - Treated Customer"
"182428700004","Q4 12/13  Wobbler  - Treated Customer"
"140172000004","Q4 12/13  Wobbler  - Treated Customer"
"182318000004","Q4 12/13  Wobbler  - Treated Customer"
"182425200004","Q4 12/13  Wobbler  - Treated Customer"
"180562800004","Q4 12/13  Wobbler  - Treated Customer"
"182291500004","Q4 12/13  Wobbler  - Treated Customer"
"180229100004","Q4 12/13  Wobbler  - Treated Customer"
"182328500004","Q4 12/13  Wobbler  - Treated Customer"
"182323500004","Q4 12/13  Wobbler  - Treated Customer"
"182333800004","Q4 12/13  Wobbler  - Treated Customer"
"182415000004","Q4 12/13  Wobbler  - Treated Customer"
"182319700004","Q4 12/13  Wobbler  - Treated Customer"
"125346400004","Q4 12/13  Wobbler  - Treated Customer"
"182317000004","Q4 12/13  Wobbler  - Treated Customer"
"182389400004","Q4 12/13  Wobbler  - Treated Customer"
"118174600004","Q4 12/13  Wobbler  - Treated Customer"
"182430000004","Q4 12/13  Wobbler  - Treated Customer"
"182294700004","Q4 12/13  Wobbler  - Treated Customer"
"182432200004","Q4 12/13  Wobbler  - Treated Customer"
"182387900004","Q4 12/13  Wobbler  - Treated Customer"
"182295000004","Q4 12/13  Wobbler  - Treated Customer"
"132666000004","Q4 12/13  Wobbler  - Treated Customer"
"182287500004","Q4 12/13  Wobbler  - Treated Customer"
"182331800004","Q4 12/13  Wobbler  - Treated Customer"
"182346900004","Q4 12/13  Wobbler  - Treated Customer"
"182402900004","Q4 12/13  Wobbler  - Treated Customer"
"182302700004","Q4 12/13  Wobbler  - Treated Customer"
"180069800004","Q4 12/13  Wobbler  - Treated Customer"
"182406100004","Q4 12/13  Wobbler  - Treated Customer"
"128825300004","Q4 12/13  Wobbler  - Treated Customer"
"182321100004","Q4 12/13  Wobbler  - Treated Customer"
"182343300004","Q4 12/13  Wobbler  - Treated Customer"
"182423200004","Q4 12/13  Wobbler  - Treated Customer"
"182432700004","Q4 12/13  Wobbler  - Treated Customer"
"182373100004","Q4 12/13  Wobbler  - Treated Customer"
"103263900004","Q4 12/13 Wobbler - - Control Group (Non-Treated)"
"108165300004","Q4 12/13 Wobbler - - Control Group (Non-Treated)"
"112747000004","Q4 12/13 Wobbler - - Control Group (Non-Treated)"
"138907800004","Q4 12/13 Wobbler - - Control Group (Non-Treated)"
"180558100004","Q4 12/13 Wobbler - - Control Group (Non-Treated)"
"180566300004","Q4 12/13  Wobbler  - Treated Customer"
"182237100004","Q4 12/13  Wobbler  - Treated Customer"
"182265800004","Q4 12/13  Wobbler  - Treated Customer"
"182275800004","Q4 12/13  Wobbler  - Treated Customer"
"182277600004","Q4 12/13  Wobbler  - Treated Customer"
"182283800004","Q4 12/13  Wobbler  - Treated Customer"
"182285700004","Q4 12/13  Wobbler  - Treated Customer"
"182286100004","Q4 12/13  Wobbler  - Treated Customer"
"182298300004","Q4 12/13  Wobbler  - Treated Customer"
"182299100004","Q4 12/13  Wobbler  - Treated Customer"
"182299400004","Q4 12/13  Wobbler  - Treated Customer"
"182303500004","Q4 12/13  Wobbler  - Treated Customer"
"182304600004","Q4 12/13  Wobbler  - Treated Customer"
"182305300004","Q4 12/13  Wobbler  - Treated Customer"
"182309900004","Q4 12/13  Wobbler  - Treated Customer"
"182315900004","Q4 12/13  Wobbler  - Treated Customer"
"182318900004","Q4 12/13  Wobbler  - Treated Customer"
"182327800004","Q4 12/13  Wobbler  - Treated Customer"
"182328400004","Q4 12/13  Wobbler  - Treated Customer"
"182337800004","Q4 12/13  Wobbler  - Treated Customer"
"182338800004","Q4 12/13  Wobbler  - Treated Customer"
"182344700004","Q4 12/13  Wobbler  - Treated Customer"
"182345100004","Q4 12/13  Wobbler  - Treated Customer"
"182345900004","Q4 12/13  Wobbler  - Treated Customer"
"182346000004","Q4 12/13  Wobbler  - Treated Customer"
"182350400004","Q4 12/13  Wobbler  - Treated Customer"
"182351600004","Q4 12/13  Wobbler  - Treated Customer"
"182353300004","Q4 12/13  Wobbler  - Treated Customer"
"182353700004","Q4 12/13  Wobbler  - Treated Customer"
"182363700004","Q4 12/13  Wobbler  - Treated Customer"
"182369100004","Q4 12/13  Wobbler  - Treated Customer"
"182371100004","Q4 12/13  Wobbler  - Treated Customer"
"182385700004","Q4 12/13  Wobbler  - Treated Customer"
"182392100004","Q4 12/13  Wobbler  - Treated Customer"
"182392700004","Q4 12/13  Wobbler  - Treated Customer"
"182397300004","Q4 12/13  Wobbler  - Treated Customer"
"182399500004","Q4 12/13  Wobbler  - Treated Customer"
"182412500004","Q4 12/13  Wobbler  - Treated Customer"
"182412700004","Q4 12/13  Wobbler  - Treated Customer"
"182413000004","Q4 12/13  Wobbler  - Treated Customer"
"182416400004","Q4 12/13  Wobbler  - Treated Customer"
"182417300004","Q4 12/13  Wobbler  - Treated Customer"
"182426900004","Q4 12/13  Wobbler  - Treated Customer"
